plant_v,LDR,PH_value,VOC,Leaf_Temperature,Ambient_temperature,Nitrogen_N,phosphorus_P,potassium_K,Soil_Moisture,Scenario,Class
1.64,Bright,5.9,9 ppm,36.6C,35.5C,88,46,219,57,Normal monitoring,Healthy
1.64,Dim,5.6,19 ppm,25.6C,20.2C,46,28,99,25,Normal monitoring,Water Stress
1.65,Bright,5.9,20 ppm,40.1C,34.5C,36,20,123,21,Normal monitoring,Water Stress
1.64,Dark,5.8,22 ppm,43.5C,35.5C,38,19,122,16,Normal monitoring,Water Stress
1.65,Bright,3.6,53 ppm,28.3C,24.7C,75,29,161,76,Pest infection,Disease
1.64,Bright,5.9,22 ppm,41.6C,33.9C,37,26,107,26,Normal monitoring,Water Stress
1.67,Dark,6.4,8 ppm,18.4C,16.0C,78,39,216,56,Normal monitoring,Healthy
1.61,Dark,4.2,32 ppm,37.7C,34.0C,64,32,166,67,Viral infection,Disease
1.71,Dark,3.9,37 ppm,29.4C,22.0C,65,26,183,66,Pest infection,Disease
1.61,Dark,5.4,12 ppm,32.0C,29.8C,26,17,98,54,Normal monitoring,Nutrient Deficiency
1.68,Bright,5.9,21 ppm,32.3C,24.6C,44,22,124,14,Normal monitoring,Water Stress
1.67,Dim,5.7,23 ppm,27.1C,19.4C,38,25,104,10,Normal monitoring,Water Stress
1.59,Bright,4.5,35 ppm,35.8C,32.5C,67,25,169,68,Pest infection,Disease
1.61,Dim,6.4,8 ppm,32.9C,31.4C,86,44,196,63,Normal monitoring,Healthy
1.65,Dim,5.5,23 ppm,41.8C,35.2C,40,19,120,22,Normal monitoring,Water Stress
1.68,Dim,5.9,18 ppm,37.4C,31.2C,38,18,96,23,Normal monitoring,Water Stress
1.64,Dim,6.2,12 ppm,29.4C,31.0C,87,43,219,60,Normal monitoring,Healthy
1.67,Bright,5.9,18 ppm,42.8C,37.0C,41,18,106,26,Normal monitoring,Water Stress
1.69,Bright,6.0,21 ppm,26.0C,20.4C,48,27,120,11,Normal monitoring,Water Stress
1.59,Bright,6.3,7 ppm,20.8C,18.8C,78,38,207,55,Normal monitoring,Healthy
1.67,Dim,4.1,43 ppm,42.5C,35.7C,79,30,155,71,Pest infection,Disease
1.63,Dim,4.5,63 ppm,28.2C,18.7C,61,35,168,79,Fungal infection,Disease
1.65,Bright,6.0,5 ppm,31.2C,32.8C,77,47,205,62,Normal monitoring,Healthy
1.7,Dark,4.1,42 ppm,22.7C,16.0C,74,29,153,67,Pest infection,Disease
1.65,Dark,4.7,10 ppm,23.6C,21.5C,49,15,119,54,Normal monitoring,Nutrient Deficiency
1.68,Dim,6.0,21 ppm,24.3C,17.8C,42,18,105,22,Normal monitoring,Water Stress
1.64,Dim,5.3,13 ppm,32.8C,31.3C,20,14,94,59,Normal monitoring,Nutrient Deficiency
1.72,Dim,5.3,12 ppm,19.7C,17.0C,20,14,82,60,Normal monitoring,Nutrient Deficiency
1.57,Bright,5.5,16 ppm,42.3C,34.5C,37,20,122,21,Normal monitoring,Water Stress
1.68,Dim,6.3,6 ppm,14.7C,14.9C,77,49,198,61,Normal monitoring,Healthy
1.71,Bright,5.5,23 ppm,34.2C,27.9C,36,18,111,13,Normal monitoring,Water Stress
1.68,Bright,5.8,24 ppm,20.7C,14.6C,38,15,126,23,Normal monitoring,Water Stress
1.66,Bright,5.7,15 ppm,38.2C,31.0C,35,24,108,26,Normal monitoring,Water Stress
1.66,Bright,3.7,62 ppm,26.8C,19.7C,76,31,187,74,Fungal infection,Disease
1.66,Dim,4.3,46 ppm,43.4C,34.1C,73,38,199,77,Pest infection,Disease
1.68,Dim,5.7,24 ppm,37.2C,30.3C,39,29,118,27,Normal monitoring,Water Stress
1.66,Dark,5.9,22 ppm,33.3C,26.2C,48,22,123,18,Normal monitoring,Water Stress
1.65,Bright,6.0,13 ppm,17.8C,15.9C,86,45,206,58,Normal monitoring,Healthy
1.64,Bright,4.1,37 ppm,41.3C,33.7C,72,28,193,68,Pest infection,Disease
1.6,Dim,6.3,12 ppm,20.4C,22.2C,83,44,207,58,Normal monitoring,Healthy
1.65,Dim,5.4,16 ppm,24.1C,20.5C,23,15,80,50,Normal monitoring,Nutrient Deficiency
1.66,Bright,6.2,9 ppm,32.4C,31.5C,76,45,215,56,Normal monitoring,Healthy
1.63,Dark,5.4,14 ppm,14.9C,11.4C,49,11,90,61,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.9,10 ppm,37.7C,35.0C,23,16,110,63,Normal monitoring,Nutrient Deficiency
1.62,Dark,5.8,20 ppm,45.2C,38.4C,46,16,117,19,Normal monitoring,Water Stress
1.67,Bright,5.5,22 ppm,36.9C,30.9C,38,18,110,14,Normal monitoring,Water Stress
1.62,Bright,5.7,21 ppm,26.7C,18.9C,47,24,127,19,Normal monitoring,Water Stress
1.66,Bright,6.0,21 ppm,30.1C,22.5C,41,26,120,29,Normal monitoring,Water Stress
1.65,Dim,6.3,13 ppm,21.3C,21.2C,76,40,215,59,Normal monitoring,Healthy
1.67,Dim,4.0,52 ppm,25.6C,19.0C,62,35,191,71,Pest infection,Disease
1.68,Bright,5.5,12 ppm,22.0C,21.0C,34,12,80,55,Normal monitoring,Nutrient Deficiency
1.63,Dark,5.8,22 ppm,38.9C,33.5C,42,29,99,12,Normal monitoring,Water Stress
1.69,Dark,4.9,14 ppm,34.2C,32.0C,27,13,115,50,Normal monitoring,Nutrient Deficiency
1.63,Bright,4.2,47 ppm,38.4C,31.8C,79,37,163,70,Fungal infection,Disease
1.67,Bright,6.3,8 ppm,35.5C,32.5C,80,47,211,63,Normal monitoring,Healthy
1.63,Bright,5.7,18 ppm,32.8C,25.8C,44,17,94,27,Normal monitoring,Water Stress
1.61,Dark,6.1,6 ppm,23.7C,23.4C,80,36,212,66,Normal monitoring,Healthy
1.64,Bright,3.9,43 ppm,25.6C,21.3C,54,31,151,68,Viral infection,Disease
1.58,Dim,6.0,5 ppm,25.6C,24.5C,80,42,199,60,Normal monitoring,Healthy
1.57,Bright,6.4,13 ppm,37.1C,35.2C,89,48,194,68,Normal monitoring,Healthy
1.67,Dim,3.8,38 ppm,37.0C,29.5C,73,32,159,84,Fungal infection,Disease
1.62,Dark,5.9,16 ppm,22.7C,14.8C,37,26,95,14,Normal monitoring,Water Stress
1.63,Dark,6.0,15 ppm,42.2C,34.4C,49,29,102,23,Normal monitoring,Water Stress
1.62,Bright,3.7,36 ppm,36.6C,33.4C,57,29,176,66,Viral infection,Disease
1.62,Bright,4.2,55 ppm,23.1C,17.3C,65,26,182,65,Bacterial infection,Disease
1.68,Dim,5.9,24 ppm,43.6C,36.0C,47,16,124,10,Normal monitoring,Water Stress
1.67,Dim,4.6,11 ppm,15.8C,15.2C,32,10,85,54,Normal monitoring,Nutrient Deficiency
1.64,Bright,5.0,18 ppm,37.5C,33.5C,32,14,95,50,Normal monitoring,Nutrient Deficiency
1.67,Bright,5.8,20 ppm,31.8C,26.6C,48,20,114,27,Normal monitoring,Water Stress
1.67,Bright,3.8,36 ppm,38.8C,30.2C,71,38,169,74,Pest infection,Disease
1.58,Dim,5.6,16 ppm,33.5C,26.6C,41,25,106,18,Normal monitoring,Water Stress
1.6,Bright,5.9,23 ppm,40.3C,32.5C,36,18,126,12,Normal monitoring,Water Stress
1.63,Dim,6.0,23 ppm,41.3C,33.6C,36,23,102,14,Normal monitoring,Water Stress
1.59,Bright,5.5,16 ppm,32.1C,27.1C,42,25,115,28,Normal monitoring,Water Stress
1.65,Bright,3.6,36 ppm,31.6C,25.4C,68,32,173,81,Fungal infection,Disease
1.63,Bright,3.3,47 ppm,27.2C,23.4C,61,25,199,71,Bacterial infection,Disease
1.7,Bright,5.8,16 ppm,40.9C,33.8C,42,28,90,25,Normal monitoring,Water Stress
1.67,Bright,3.6,30 ppm,33.2C,24.7C,55,32,169,70,Viral infection,Disease
1.64,Bright,5.7,15 ppm,37.1C,30.2C,40,23,108,21,Normal monitoring,Water Stress
1.68,Bright,3.8,60 ppm,38.7C,32.9C,60,27,195,78,Fungal infection,Disease
1.66,Dark,5.2,14 ppm,32.5C,29.8C,21,15,102,62,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.7,22 ppm,39.3C,32.8C,41,29,113,25,Normal monitoring,Water Stress
1.64,Dim,6.0,7 ppm,15.4C,15.5C,82,41,193,56,Normal monitoring,Healthy
1.62,Bright,4.5,48 ppm,37.9C,31.9C,60,35,179,69,Pest infection,Disease
1.74,Bright,5.6,24 ppm,40.2C,34.0C,42,19,96,10,Normal monitoring,Water Stress
1.66,Bright,4.3,52 ppm,38.7C,31.2C,68,29,135,77,Viral infection,Disease
1.61,Bright,4.9,15 ppm,19.3C,18.7C,39,16,82,51,Normal monitoring,Nutrient Deficiency
1.66,Bright,5.0,12 ppm,35.2C,33.1C,39,17,112,53,Normal monitoring,Nutrient Deficiency
1.63,Bright,4.6,17 ppm,39.0C,37.7C,47,15,117,61,Normal monitoring,Nutrient Deficiency
1.63,Bright,6.3,6 ppm,28.5C,28.4C,86,41,199,63,Normal monitoring,Healthy
1.63,Bright,6.4,8 ppm,19.6C,17.9C,77,35,193,63,Normal monitoring,Healthy
1.67,Bright,6.2,9 ppm,22.6C,24.3C,81,38,214,57,Normal monitoring,Healthy
1.64,Bright,5.2,14 ppm,24.0C,22.8C,33,10,106,57,Normal monitoring,Nutrient Deficiency
1.57,Bright,3.9,39 ppm,21.0C,15.5C,62,28,196,65,Pest infection,Disease
1.66,Bright,6.4,8 ppm,16.9C,14.1C,87,43,218,63,Normal monitoring,Healthy
1.65,Bright,5.2,16 ppm,22.8C,19.3C,37,13,89,51,Normal monitoring,Nutrient Deficiency
1.61,Dim,5.6,18 ppm,28.7C,23.6C,35,24,112,29,Normal monitoring,Water Stress
1.66,Bright,6.2,9 ppm,35.2C,32.7C,81,42,210,64,Normal monitoring,Healthy
1.61,Dark,5.5,20 ppm,36.6C,31.3C,47,22,105,20,Normal monitoring,Water Stress
1.68,Bright,5.6,24 ppm,25.6C,18.0C,43,25,95,23,Normal monitoring,Water Stress
1.63,Bright,5.8,22 ppm,26.4C,19.4C,37,21,107,13,Normal monitoring,Water Stress
1.65,Bright,5.8,21 ppm,23.0C,17.2C,44,21,107,10,Normal monitoring,Water Stress
1.63,Dark,3.8,48 ppm,35.3C,29.4C,61,25,152,81,Fungal infection,Disease
1.65,Bright,4.4,41 ppm,36.6C,29.2C,50,36,147,71,Viral infection,Disease
1.68,Bright,3.7,56 ppm,21.1C,13.1C,70,37,196,70,Fungal infection,Disease
1.63,Bright,5.7,24 ppm,26.1C,20.8C,49,22,94,18,Normal monitoring,Water Stress
1.62,Bright,6.4,8 ppm,25.9C,24.0C,86,39,215,68,Normal monitoring,Healthy
1.66,Bright,4.1,37 ppm,36.6C,30.5C,62,28,152,70,Viral infection,Disease
1.67,Bright,6.0,10 ppm,32.5C,29.6C,86,36,191,61,Normal monitoring,Healthy
1.6,Bright,5.0,19 ppm,26.8C,25.8C,46,10,86,63,Normal monitoring,Nutrient Deficiency
1.67,Dim,6.3,8 ppm,19.9C,18.2C,78,37,190,64,Normal monitoring,Healthy
1.66,Bright,5.9,20 ppm,32.4C,25.2C,35,20,91,26,Normal monitoring,Water Stress
1.68,Bright,5.7,23 ppm,42.0C,35.9C,44,21,94,21,Normal monitoring,Water Stress
1.68,Bright,6.1,8 ppm,37.0C,37.0C,80,36,210,64,Normal monitoring,Healthy
1.61,Bright,4.0,44 ppm,31.6C,22.8C,66,36,159,69,Pest infection,Disease
1.65,Bright,5.5,16 ppm,21.8C,14.1C,35,19,97,25,Normal monitoring,Water Stress
1.66,Bright,5.8,15 ppm,37.5C,30.3C,45,22,102,28,Normal monitoring,Water Stress
1.62,Dim,3.6,59 ppm,33.8C,24.3C,77,33,153,78,Fungal infection,Disease
1.69,Bright,3.6,42 ppm,39.7C,36.1C,62,39,163,71,Viral infection,Disease
1.61,Bright,6.0,10 ppm,30.6C,30.8C,83,46,215,68,Normal monitoring,Healthy
1.61,Dim,4.4,39 ppm,41.6C,33.2C,68,32,174,79,Pest infection,Disease
1.64,Bright,6.5,14 ppm,30.2C,28.8C,77,48,191,59,Normal monitoring,Healthy
1.64,Bright,5.4,15 ppm,40.8C,37.6C,49,13,117,54,Normal monitoring,Nutrient Deficiency
1.62,Dim,4.8,19 ppm,34.0C,31.6C,24,15,88,54,Normal monitoring,Nutrient Deficiency
1.63,Bright,4.5,16 ppm,31.4C,29.2C,41,12,83,57,Normal monitoring,Nutrient Deficiency
1.66,Dim,3.9,38 ppm,22.8C,13.2C,60,34,152,78,Viral infection,Disease
1.63,Dim,5.9,19 ppm,36.2C,30.6C,37,20,109,20,Normal monitoring,Water Stress
1.71,Dim,6.3,12 ppm,17.6C,17.3C,78,49,208,63,Normal monitoring,Healthy
1.67,Dark,6.5,12 ppm,33.6C,31.2C,82,39,202,58,Normal monitoring,Healthy
1.65,Dim,6.3,12 ppm,37.7C,36.2C,89,40,211,55,Normal monitoring,Healthy
1.65,Dark,5.9,24 ppm,23.4C,15.8C,45,29,104,23,Normal monitoring,Water Stress
1.68,Dark,5.3,10 ppm,38.7C,36.2C,26,17,84,63,Normal monitoring,Nutrient Deficiency
1.67,Dim,3.8,43 ppm,18.5C,13.0C,60,35,153,71,Pest infection,Disease
1.63,Dim,4.6,14 ppm,22.5C,22.3C,28,15,110,50,Normal monitoring,Nutrient Deficiency
1.66,Bright,5.7,23 ppm,34.1C,28.1C,37,16,114,29,Normal monitoring,Water Stress
1.67,Dim,5.0,15 ppm,30.5C,27.6C,46,15,106,61,Normal monitoring,Nutrient Deficiency
1.63,Bright,3.5,56 ppm,42.6C,33.1C,73,30,174,73,Fungal infection,Disease
1.63,Bright,6.2,5 ppm,29.2C,30.7C,76,36,197,65,Normal monitoring,Healthy
1.66,Dim,6.2,10 ppm,35.6C,36.0C,81,48,215,65,Normal monitoring,Healthy
1.66,Bright,5.7,20 ppm,38.2C,31.9C,35,24,128,24,Normal monitoring,Water Stress
1.66,Bright,5.6,17 ppm,34.6C,27.5C,42,22,93,12,Normal monitoring,Water Stress
1.66,Bright,6.0,24 ppm,39.5C,33.7C,47,17,103,23,Normal monitoring,Water Stress
1.64,Bright,6.1,14 ppm,34.3C,35.5C,78,40,215,60,Normal monitoring,Healthy
1.61,Bright,6.1,12 ppm,35.6C,35.5C,89,43,217,57,Normal monitoring,Healthy
1.66,Dark,5.8,17 ppm,35.5C,27.7C,48,16,92,28,Normal monitoring,Water Stress
1.62,Bright,5.7,22 ppm,23.8C,16.6C,36,29,98,22,Normal monitoring,Water Stress
1.63,Dark,4.2,48 ppm,41.0C,32.3C,68,39,152,65,Pest infection,Disease
1.66,Bright,5.9,24 ppm,28.7C,21.2C,38,24,101,15,Normal monitoring,Water Stress
1.67,Dim,4.8,10 ppm,28.8C,28.1C,35,19,89,55,Normal monitoring,Nutrient Deficiency
1.62,Bright,6.4,12 ppm,31.8C,32.9C,88,41,208,65,Normal monitoring,Healthy
1.65,Dark,4.6,10 ppm,37.6C,35.0C,25,13,102,62,Normal monitoring,Nutrient Deficiency
1.63,Dark,3.3,32 ppm,22.2C,15.0C,61,32,163,69,Bacterial infection,Disease
1.64,Bright,5.9,23 ppm,30.3C,23.4C,40,18,100,17,Normal monitoring,Water Stress
1.65,Dim,5.3,12 ppm,38.2C,34.5C,25,15,81,54,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.3,37 ppm,23.0C,19.8C,69,29,147,76,Viral infection,Disease
1.66,Bright,4.8,11 ppm,24.3C,21.4C,36,13,96,63,Normal monitoring,Nutrient Deficiency
1.73,Dim,6.0,23 ppm,21.7C,16.3C,40,29,99,18,Normal monitoring,Water Stress
1.61,Bright,6.1,8 ppm,38.1C,35.2C,75,38,198,55,Normal monitoring,Healthy
1.63,Bright,5.1,13 ppm,18.1C,14.6C,27,19,94,63,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.8,17 ppm,34.6C,31.4C,36,12,101,51,Normal monitoring,Nutrient Deficiency
1.63,Bright,6.2,6 ppm,23.9C,25.4C,80,42,194,58,Normal monitoring,Healthy
1.71,Bright,3.8,51 ppm,41.1C,32.3C,79,37,194,74,Fungal infection,Disease
1.63,Bright,6.1,13 ppm,26.1C,26.9C,89,45,211,62,Normal monitoring,Healthy
1.67,Bright,6.0,12 ppm,37.9C,35.5C,87,45,209,61,Normal monitoring,Healthy
1.69,Bright,5.9,20 ppm,21.4C,14.1C,36,22,91,15,Normal monitoring,Water Stress
1.59,Bright,6.4,14 ppm,33.6C,34.3C,75,39,218,58,Normal monitoring,Healthy
1.66,Bright,5.5,21 ppm,42.5C,36.6C,47,23,98,29,Normal monitoring,Water Stress
1.63,Dim,5.3,15 ppm,39.3C,36.1C,24,19,86,52,Normal monitoring,Nutrient Deficiency
1.59,Dim,5.9,6 ppm,35.8C,35.0C,85,45,203,63,Normal monitoring,Healthy
1.7,Dim,5.2,15 ppm,37.3C,33.4C,34,17,113,51,Normal monitoring,Nutrient Deficiency
1.63,Dark,3.9,33 ppm,42.1C,32.6C,66,36,179,79,Viral infection,Disease
1.69,Dim,6.3,8 ppm,21.0C,20.1C,77,39,215,58,Normal monitoring,Healthy
1.64,Bright,4.2,50 ppm,35.9C,29.8C,77,38,192,66,Pest infection,Disease
1.63,Dim,5.1,11 ppm,18.0C,17.7C,49,16,93,56,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.8,19 ppm,34.2C,27.4C,41,23,100,19,Normal monitoring,Water Stress
1.65,Bright,4.3,47 ppm,40.5C,31.3C,60,34,168,69,Pest infection,Disease
1.68,Dim,6.1,14 ppm,26.2C,26.2C,80,48,199,66,Normal monitoring,Healthy
1.63,Bright,6.4,11 ppm,18.7C,17.2C,79,37,216,61,Normal monitoring,Healthy
1.68,Dark,5.8,14 ppm,19.3C,20.1C,75,45,216,69,Normal monitoring,Healthy
1.63,Bright,4.6,13 ppm,31.7C,30.0C,38,14,119,59,Normal monitoring,Nutrient Deficiency
1.65,Bright,4.6,12 ppm,35.1C,32.6C,28,16,109,64,Normal monitoring,Nutrient Deficiency
1.68,Bright,6.3,6 ppm,33.5C,30.7C,87,35,197,59,Normal monitoring,Healthy
1.62,Dim,6.3,12 ppm,32.6C,33.9C,75,46,195,63,Normal monitoring,Healthy
1.65,Bright,4.2,46 ppm,33.4C,23.4C,69,33,141,67,Viral infection,Disease
1.65,Bright,5.0,17 ppm,37.5C,34.9C,20,17,114,64,Normal monitoring,Nutrient Deficiency
1.67,Bright,5.8,17 ppm,21.9C,14.7C,39,18,117,29,Normal monitoring,Water Stress
1.58,Bright,4.7,12 ppm,33.4C,31.4C,46,13,92,54,Normal monitoring,Nutrient Deficiency
1.64,Dim,3.6,54 ppm,24.6C,16.6C,70,30,165,71,Bacterial infection,Disease
1.65,Dark,5.7,21 ppm,38.9C,32.4C,43,27,93,29,Normal monitoring,Water Stress
1.73,Bright,5.8,24 ppm,41.7C,35.3C,47,22,114,13,Normal monitoring,Water Stress
1.65,Dim,6.0,6 ppm,15.9C,17.5C,77,35,209,67,Normal monitoring,Healthy
1.59,Bright,6.1,11 ppm,22.0C,23.9C,79,44,212,55,Normal monitoring,Healthy
1.61,Bright,5.8,22 ppm,21.6C,15.5C,47,16,91,18,Normal monitoring,Water Stress
1.67,Dim,5.8,10 ppm,19.4C,17.4C,82,46,215,66,Normal monitoring,Healthy
1.66,Dim,5.6,20 ppm,38.0C,31.1C,46,15,99,11,Normal monitoring,Water Stress
1.59,Bright,4.4,40 ppm,36.3C,32.0C,76,26,180,76,Pest infection,Disease
1.71,Bright,4.4,54 ppm,29.4C,19.7C,68,25,170,76,Fungal infection,Disease
1.64,Bright,5.1,15 ppm,23.4C,22.4C,34,19,96,56,Normal monitoring,Nutrient Deficiency
1.65,Dim,6.5,8 ppm,13.8C,15.1C,84,40,214,55,Normal monitoring,Healthy
1.65,Bright,5.2,13 ppm,22.7C,22.1C,37,15,114,50,Normal monitoring,Nutrient Deficiency
1.69,Bright,5.9,10 ppm,23.6C,21.6C,76,43,190,60,Normal monitoring,Healthy
1.64,Bright,3.7,54 ppm,25.7C,18.5C,79,29,172,71,Pest infection,Disease
1.63,Bright,5.1,18 ppm,31.0C,28.9C,34,11,105,64,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.1,16 ppm,26.1C,24.3C,23,13,83,51,Normal monitoring,Nutrient Deficiency
1.66,Bright,3.9,58 ppm,22.0C,18.2C,62,34,154,76,Pest infection,Disease
1.63,Bright,6.2,14 ppm,15.3C,16.8C,87,43,197,64,Normal monitoring,Healthy
1.66,Bright,4.5,35 ppm,22.8C,16.8C,79,30,183,71,Fungal infection,Disease
1.63,Bright,4.5,42 ppm,37.6C,33.5C,65,29,160,65,Viral infection,Disease
1.65,Bright,5.7,24 ppm,23.7C,16.4C,45,15,123,22,Normal monitoring,Water Stress
1.67,Bright,5.6,24 ppm,41.0C,34.2C,35,26,128,13,Normal monitoring,Water Stress
1.66,Bright,5.5,18 ppm,37.8C,32.3C,40,22,126,13,Normal monitoring,Water Stress
1.68,Dim,5.8,19 ppm,18.9C,13.5C,43,17,104,15,Normal monitoring,Water Stress
1.59,Bright,4.1,30 ppm,39.5C,29.9C,77,32,181,77,Pest infection,Disease
1.63,Dim,5.6,22 ppm,31.2C,26.0C,41,27,90,28,Normal monitoring,Water Stress
1.63,Bright,5.6,21 ppm,32.7C,25.6C,45,16,122,11,Normal monitoring,Water Stress
1.64,Bright,5.3,11 ppm,36.8C,34.2C,21,18,90,58,Normal monitoring,Nutrient Deficiency
1.69,Bright,5.2,18 ppm,33.1C,30.5C,36,17,98,54,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.9,21 ppm,39.2C,33.9C,41,25,111,21,Normal monitoring,Water Stress
1.7,Dark,4.3,37 ppm,39.6C,31.0C,63,34,136,77,Viral infection,Disease
1.64,Bright,4.5,17 ppm,30.5C,27.4C,37,15,85,52,Normal monitoring,Nutrient Deficiency
1.68,Bright,5.3,18 ppm,24.9C,24.5C,20,11,102,62,Normal monitoring,Nutrient Deficiency
1.64,Bright,3.7,56 ppm,23.5C,19.8C,64,37,198,65,Bacterial infection,Disease
1.64,Bright,4.2,61 ppm,21.3C,14.8C,71,33,172,71,Fungal infection,Disease
1.63,Dark,4.8,14 ppm,35.9C,35.9C,31,18,113,51,Normal monitoring,Nutrient Deficiency
1.67,Dark,3.9,47 ppm,43.0C,38.0C,76,25,171,79,Pest infection,Disease
1.7,Bright,5.9,11 ppm,32.5C,34.5C,85,42,199,63,Normal monitoring,Healthy
1.67,Bright,5.9,14 ppm,26.2C,23.9C,82,47,210,61,Normal monitoring,Healthy
1.64,Dim,5.5,22 ppm,28.1C,22.6C,42,16,111,20,Normal monitoring,Water Stress
1.66,Bright,5.9,8 ppm,35.0C,34.5C,80,47,208,55,Normal monitoring,Healthy
1.66,Dim,5.8,20 ppm,40.0C,34.7C,38,21,123,15,Normal monitoring,Water Stress
1.64,Bright,5.0,16 ppm,35.6C,34.3C,25,17,85,63,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.8,20 ppm,33.9C,26.4C,36,16,114,22,Normal monitoring,Water Stress
1.66,Dim,5.0,16 ppm,39.9C,37.9C,31,17,115,58,Normal monitoring,Nutrient Deficiency
1.61,Bright,5.1,10 ppm,33.1C,29.6C,21,14,115,56,Normal monitoring,Nutrient Deficiency
1.63,Dim,5.5,13 ppm,19.2C,18.3C,48,13,87,52,Normal monitoring,Nutrient Deficiency
1.67,Bright,5.0,18 ppm,16.0C,15.9C,40,11,103,59,Normal monitoring,Nutrient Deficiency
1.62,Bright,4.2,33 ppm,40.9C,32.1C,66,34,163,75,Viral infection,Disease
1.7,Bright,3.7,54 ppm,22.3C,18.7C,56,33,162,67,Viral infection,Disease
1.6,Bright,5.8,20 ppm,40.3C,33.7C,46,16,112,10,Normal monitoring,Water Stress
1.65,Bright,5.8,17 ppm,34.6C,26.7C,35,15,94,22,Normal monitoring,Water Stress
1.68,Bright,6.0,6 ppm,26.2C,26.5C,88,38,190,61,Normal monitoring,Healthy
1.69,Dim,4.4,57 ppm,19.3C,15.0C,64,39,188,69,Pest infection,Disease
1.68,Dim,3.2,42 ppm,27.7C,18.9C,67,27,198,73,Bacterial infection,Disease
1.63,Dark,5.8,16 ppm,21.0C,14.5C,49,27,114,11,Normal monitoring,Water Stress
1.63,Bright,6.1,8 ppm,12.1C,11.5C,84,45,214,60,Normal monitoring,Healthy
1.59,Bright,4.6,18 ppm,31.2C,29.1C,32,10,98,55,Normal monitoring,Nutrient Deficiency
1.68,Dim,4.5,58 ppm,45.9C,36.0C,67,37,142,76,Viral infection,Disease
1.68,Bright,4.8,10 ppm,32.5C,31.6C,33,11,101,58,Normal monitoring,Nutrient Deficiency
1.73,Bright,6.1,9 ppm,33.4C,32.7C,89,42,211,60,Normal monitoring,Healthy
1.64,Bright,4.1,36 ppm,40.2C,32.1C,61,35,195,74,Bacterial infection,Disease
1.69,Dim,5.9,24 ppm,38.7C,33.5C,49,19,114,21,Normal monitoring,Water Stress
1.63,Dim,5.1,10 ppm,26.3C,24.9C,37,12,115,59,Normal monitoring,Nutrient Deficiency
1.64,Bright,5.3,19 ppm,29.8C,27.3C,26,16,93,64,Normal monitoring,Nutrient Deficiency
1.65,Dark,6.1,7 ppm,18.5C,17.0C,87,35,197,66,Normal monitoring,Healthy
1.67,Bright,5.1,19 ppm,39.7C,37.8C,33,14,101,52,Normal monitoring,Nutrient Deficiency
1.64,Dim,6.0,20 ppm,31.1C,24.9C,44,19,103,25,Normal monitoring,Water Stress
1.66,Bright,4.0,36 ppm,35.4C,31.3C,66,28,198,70,Bacterial infection,Disease
1.72,Bright,3.5,54 ppm,27.7C,23.3C,64,29,186,72,Bacterial infection,Disease
1.67,Bright,5.7,20 ppm,37.8C,31.3C,47,15,124,25,Normal monitoring,Water Stress
1.64,Bright,5.8,22 ppm,26.3C,19.1C,46,15,126,22,Normal monitoring,Water Stress
1.66,Bright,4.7,10 ppm,24.2C,23.9C,41,14,95,63,Normal monitoring,Nutrient Deficiency
1.71,Bright,6.0,10 ppm,31.4C,31.0C,76,40,207,57,Normal monitoring,Healthy
1.65,Dim,4.7,13 ppm,31.9C,29.4C,48,16,96,50,Normal monitoring,Nutrient Deficiency
1.6,Bright,3.5,35 ppm,32.2C,26.5C,65,34,193,67,Pest infection,Disease
1.68,Bright,6.0,12 ppm,32.7C,33.8C,86,35,199,65,Normal monitoring,Healthy
1.67,Dim,6.5,11 ppm,37.7C,34.9C,88,43,193,63,Normal monitoring,Healthy
1.64,Bright,5.9,17 ppm,39.2C,33.5C,39,18,119,18,Normal monitoring,Water Stress
1.62,Bright,5.1,15 ppm,27.1C,24.4C,21,13,101,50,Normal monitoring,Nutrient Deficiency
1.65,Dim,4.5,46 ppm,39.7C,34.5C,73,28,167,70,Fungal infection,Disease
1.63,Dim,5.8,16 ppm,23.4C,17.7C,37,24,102,12,Normal monitoring,Water Stress
1.65,Bright,3.8,36 ppm,31.4C,25.7C,78,39,195,76,Bacterial infection,Disease
1.66,Bright,5.7,20 ppm,42.5C,36.1C,40,24,92,13,Normal monitoring,Water Stress
1.7,Bright,5.3,14 ppm,34.2C,33.8C,35,16,114,58,Normal monitoring,Nutrient Deficiency
1.69,Dim,6.2,12 ppm,33.1C,34.1C,84,36,191,66,Normal monitoring,Healthy
1.67,Bright,4.0,62 ppm,40.3C,32.7C,77,39,164,72,Fungal infection,Disease
1.71,Dim,5.5,20 ppm,40.0C,33.5C,49,19,128,27,Normal monitoring,Water Stress
1.63,Bright,4.9,14 ppm,30.2C,26.6C,30,11,106,59,Normal monitoring,Nutrient Deficiency
1.64,Bright,6.5,12 ppm,30.6C,32.3C,84,47,210,59,Normal monitoring,Healthy
